time,tas,tasmin,tasmax,huss,sfcWind,prtot
1951-01-01,276.10772705078125,273.5211181640625,279.7256164550781,0.0036176773719489574,2.7664623260498047,3.1737954486743547e-06
1951-01-02,275.9720764160156,272.0503845214844,279.11407470703125,0.003653497900813818,6.139919757843018,2.7165051506017335e-06
1951-01-03,274.73248291015625,271.9403076171875,278.0794677734375,0.002398307668045163,6.965322017669678,7.265671797540563e-07
1951-01-04,275.3795471191406,271.4609375,279.07177734375,0.0033790471497923136,9.526710510253906,3.9746919355820864e-06
1951-01-05,270.8290100097656,269.1279296875,272.4165344238281,0.002460039220750332,8.035746574401855,5.472431894304464e-06
1951-01-06,272.4513244628906,267.9801025390625,276.87823486328125,0.0027710609138011932,3.366179943084717,1.6928475815802813e-05
1951-01-07,272.2726745605469,269.80780029296875,275.80438232421875,0.0028022085316479206,9.168987274169922,5.083533778815763e-06
1951-01-08,269.13043212890625,264.92236328125,273.23370361328125,0.0020615938119590282,13.569786071777344,1.555680501041934e-05
1951-01-09,267.47662353515625,264.83197021484375,269.3321533203125,0.0017397867050021887,11.939404487609863,1.3328209206520114e-05
1951-01-10,268.85931396484375,267.3265380859375,270.4126892089844,0.0023578815162181854,14.120370864868164,4.441030978341587e-05
1951-01-11,269.65069580078125,266.92578125,273.383056640625,0.0027206058148294687,4.393507480621338,0.00010650068725226447
1951-01-12,272.59393310546875,269.5921630859375,276.5427551269531,0.003582964651286602,6.855386734008789,0.00020653102546930313
1951-01-13,275.2759704589844,273.34857177734375,277.2147521972656,0.004246968775987625,11.633749961853027,3.0106695703580044e-05
1951-01-14,276.3017883300781,271.07470703125,279.6592102050781,0.00453064264729619,9.734622955322266,1.7581814972800203e-05
1951-01-15,276.573974609375,271.3786926269531,279.76824951171875,0.004789529833942652,4.945668697357178,1.454604330319853e-07
1951-01-16,272.61932373046875,270.4930114746094,275.2484436035156,0.0031910748220980167,4.029993057250977,2.6050165615743026e-06
1951-01-17,274.5511169433594,271.5679626464844,279.1174011230469,0.003675664309412241,5.615167617797852,9.078482435143087e-06
1951-01-18,272.3185729980469,269.7832946777344,274.8228759765625,0.0031704979483038187,9.134035110473633,4.3382322473917156e-05
1951-01-19,272.6787109375,270.0160827636719,275.3199462890625,0.0032722102478146553,3.545832395553589,6.91769764671335e-06
1951-01-20,272.488525390625,269.58721923828125,275.4749755859375,0.0030791140161454678,2.126159429550171,2.3712305846856907e-05
1951-01-21,270.6551513671875,267.95904541015625,273.89373779296875,0.0023235324770212173,9.381956100463867,1.2221616998431273e-06
1951-01-22,277.47174072265625,272.71600341796875,281.1238708496094,0.004691404290497303,4.991824150085449,1.4199029465089552e-05
1951-01-23,279.42279052734375,274.6883239746094,283.12359619140625,0.004442189354449511,4.107067584991455,8.828778597091969e-09
1951-01-24,273.1882019042969,270.96337890625,275.37567138671875,0.0030376757495105267,10.510708808898926,6.466453328357602e-07
1951-01-25,274.0629577636719,271.5457763671875,277.3800354003906,0.003265964100137353,4.593646049499512,1.1739763067453168e-05
1951-01-26,271.1879577636719,269.1190490722656,274.4891357421875,0.0028434130363166332,16.11397933959961,1.4690748685097788e-05
1951-01-27,271.3408508300781,269.0462341308594,273.9674987792969,0.0024484542664140463,10.016319274902344,7.925928002805449e-07
1951-01-28,275.16680908203125,271.4578552246094,278.4964599609375,0.002699543023481965,2.9547617435455322,2.761114004101728e-09
1951-01-29,272.287841796875,269.7735900878906,276.17437744140625,0.0028994909953325987,7.706149101257324,3.8414468690461945e-06
1951-01-30,270.2144470214844,267.68707275390625,273.9070129394531,0.0024939191062003374,7.741508483886719,1.6532703739358112e-05
1951-01-31,270.8135070800781,267.3522033691406,273.2965087890625,0.0027040063869208097,4.818533420562744,1.727066410239786e-05
1951-02-01,269.6241149902344,265.02081298828125,272.415771484375,0.0026205480098724365,11.8270845413208,4.795559561898699e-06
1951-02-02,269.7740173339844,264.91290283203125,274.3763122558594,0.001607139827683568,7.084233283996582,2.4010967081267154e-06
1951-02-03,273.3973388671875,269.9325256347656,276.53631591796875,0.0030020561534911394,9.34744930267334,4.192984306428116e-06
1951-02-04,270.9112243652344,268.1463623046875,274.2944641113281,0.002486131154000759,11.077086448669434,1.145285386883188e-05
1951-02-05,266.711669921875,264.5809326171875,268.5355529785156,0.001961631467565894,19.928190231323242,2.6757074010674842e-05
1951-02-06,267.56646728515625,264.01361083984375,270.88800048828125,0.0018680640496313572,15.247607231140137,5.266983649221402e-08
1951-02-07,271.7801208496094,268.53851318359375,275.06036376953125,0.0024620399344712496,3.293640375137329,4.223151790938573e-06
1951-02-08,270.8088684082031,268.4929504394531,273.6993103027344,0.0022457607556134462,8.502952575683594,1.3805224625684787e-06
1951-02-09,270.2347717285156,266.6712951660156,274.6940612792969,0.0015949432272464037,3.250406265258789,6.069761866456247e-07
1951-02-10,271.8996276855469,268.4412841796875,275.8016052246094,0.002641185885295272,1.7451080083847046,1.9551405785023235e-05
1951-02-11,270.7582702636719,269.62786865234375,272.19818115234375,0.003069319762289524,13.374005317687988,0.00012110637180740014
1951-02-12,270.63873291015625,268.5634765625,272.61328125,0.002323599997907877,14.378351211547852,3.722235533132334e-07
1951-02-13,273.2466125488281,270.1355285644531,276.70220947265625,0.002231922699138522,3.4719932079315186,3.897393341389943e-08
1951-02-14,272.9132995605469,270.51513671875,275.1845397949219,0.0032191977370530367,5.184138298034668,1.3802676335217257e-07
1951-02-15,276.3479309082031,272.6919250488281,280.9056701660156,0.0034899685997515917,2.72503662109375,0.0
